index,annualHoldingsTurnover,enterpriseToRevenue,beta3Year,profitMargins,enterpriseToEbitda,52WeekChange,morningStarRiskRating,forwardEps,revenueQuarterlyGrowth,sharesOutstanding,fundInceptionDate,annualReportExpenseRatio,totalAssets,bookValue,sharesShort,sharesPercentSharesOut,fundFamily,lastFiscalYearEnd,heldPercentInstitutions,netIncomeToCommon,trailingEps,lastDividendValue,SandP52WeekChange,priceToBook,heldPercentInsiders,nextFiscalYearEnd,yield,mostRecentQuarter,shortRatio,sharesShortPreviousMonthDate,floatShares,beta,enterpriseValue,priceHint,threeYearAverageReturn,lastSplitDate,lastSplitFactor,legalType,lastDividendDate,morningStarOverallRating,earningsQuarterlyGrowth,priceToSalesTrailing12Months,dateShortInterest,pegRatio,ytdReturn,forwardPE,maxAge,lastCapGain,shortPercentOfFloat,sharesShortPriorMonth,impliedSharesOutstanding,category,fiveYearAverageReturn
BWA,,0.922,,0.0507,5.833,0.04707265,,4.68,,239771008,-,,,27.718,9063885,0.0378,,1609372800,0.97712,766000000,3.208,0.17,0.18703341,1.6191645,0.00425,1672444800,,1632960000,5.62,2021-12-15,238579612,1.464267,13929970688,2,,2013-12-17,2:1,,2021-11-30,,-0.135,,1642118400,0.39,,9.589745,1,,0.0425,9550143,,,
BXP,,11.399,,0.17643999,19.742,0.2687322,,3.43,,156544992,-,,,37.267,4854693,0.0311,,1640908800,0.9955,496223008,3.17,0.98,0.18703341,3.1128078,0.0018099999,1703980800,,1640908800,5.92,2021-12-15,143164961,1.191586,32637652992,2,,-,,,2021-12-30,,16.897,,1642118400,5.43,,33.820698,1,,0.0414,5567733,,,
BSX,,5.985,,0.10078,22.353,0.16154873,,1.87,,1424989952,-,,,11.554,15404548,0.0108,,1609372800,0.94272006,1100000000,0.769,,0.18703341,3.6004846,0.0023100001,1672444800,,1632960000,1.97,2021-12-15,1420518001,0.882412,68647178240,2,,2003-11-06,2:1,,-,,,,1642118400,1.17,,22.245989,1,,0.0108,13556298,,,
BMY,,3.844,,-0.11887,8.867,0.050943136,,7.86,,2219640064,-,,,16.765,23709305,0.0107,,1609372800,0.75431,-5405000192,-2.42,0.54,0.18703341,3.8490903,0.00068999996,1672444800,,1632960000,1.9,2021-12-15,2195184448,0.62747,174790656000,2,,2001-08-07,1000000:951777,,2022-01-06,,-0.174,,1642118400,1.53,,8.209924,1,,0.0107,21928055,,,
AVGO,,9.94,,0.24539,18.531,0.27414608,,36.08,,412873984,-,,,60.441,4611270,0.0112,,1635638400,0.82056,6437000192,15,4.1,0.18703341,9.897172,0.02389,1698710400,,1635638400,1.73,2021-12-15,406123479,0.989356,272855662592,2,,-,,,2021-12-21,,0.502,,1642118400,1.22,,16.579683,1,,0.015700001,5673048,,,
BR,,4.261,,0.10619,20.317,0.060740232,,7.08,,116578000,-,,,15.081,1647395,0.014099999,,1625011200,0.89002997,548899968,4.655,0.64,0.18703341,10.236722,0.00642,1688083200,,1632960000,3.03,2021-12-15,115830803,0.892042,22023915520,2,,-,,,2021-12-14,,0.021,,1642118400,2.03,,21.805086,1,,0.0161,1933922,,,
BRO,,6.565,,0.19247,19.821,0.5245826,,2.55,,282496000,-,,,14.856,5801711,0.020499999,,1640908800,0.75534,587100032,2.07,0.103,0.18703341,4.5691977,0.17074,1703980800,,1640908800,4.47,2021-12-15,216962578,0.730866,20026734592,2,,2018-03-29,2:1,,2021-11-02,,0.045,,1642118400,2.16,,26.619608,1,,0.0248,4365047,,,
BF.B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHRW,,0.73,,0.03603,14.433,0.20292187,,6.29,,129987000,-,,,14.963,11074395,0.085200004,,1609372800,0.9439,761953984,5.646,0.55,0.18703341,6.352336,0.00775,1672444800,,1632960000,10.25,2021-12-15,129728787,0.76077,15438861312,2,,2005-10-17,2:1,,2021-12-14,,0.81,,1642118400,1.32,,15.111288,1,,0.1146,11225470,,,
CDNS,,13.948,,0.23297001,44.932,0.124536395,,3.56,,277140992,-,,,9.494,2716876,0.0098,,1609545600,0.88263,693113984,2.48,,0.18703341,16.037497,0.0128999995,1672617600,,1633132800,1.84,2021-12-15,273097513,1.073492,41497796608,2,,1997-11-17,2:1,,-,,0.091,,1642118400,2.43,,42.76966,1,,0.012999999,2368388,,,
CZR,,5.028,,-0.13568,16.772,0.052768707,,1.15,,213774000,-,,,22.85,8409379,0.039300002,,1609372800,0.95007,-1108999936,-5.422,,0.18703341,3.4750545,0.04464,1672444800,,1632960000,3.95,2021-12-15,204130705,2.908768,42248757248,2,,-,,,-,,,,1642118400,-0.77,,69.04783,1,,0.061,11251610,,,
CPB,,2.212,,0.11395001,10.239,-0.06303054,,2.9,,301737984,-,,,10.712,15799820,0.052399997,,1627776000,0.53508997,960000000,3.121,0.37,0.18703341,4.1694455,0.35547,1690848000,,1635638400,5.42,2021-12-15,192741104,0.510897,18522675200,2,,1997-03-18,2:1,,2022-01-05,,-0.155,,1642118400,7,,15.401069,1,,0.0813,14893441,,,
COF,,2.706,,0.38266,,0.40369368,,19.3,,413900000,-,,,135.743,4447076,0.0107,,1640908800,0.92029,11969000448,26.941,0.6,0.18703341,1.0966312,0.00914,1703980800,,1640908800,1.68,2021-12-15,409458853,1.653319,87623548928,2,,1999-06-02,3:1,,2021-11-12,,-0.055,,1642118400,0.16,,7.7129536,1,,0.0124,5909567,,,
CAH,,0.106,,0.00678,6.502,-0.056433797,,6.01,,281788000,-,,,4.905,6731093,0.0239,,1625011200,0.88416,1135000064,3.874,0.491,0.18703341,10.46687,0.00421,1688083200,,1632960000,2.03,2021-12-15,281021539,0.997465,17725806592,2,,2001-04-23,3:2,,2021-12-31,,,,1642118400,1.39,,8.542429,1,,0.0274,7239272,,,
KMX,,1.195,,0.039219998,19.423,-0.1001541,,7.46,,161680000,-,,,31.567,6004457,0.037100002,,1614470400,0.96722,1201405952,7.259,,0.18703341,3.4761019,0.0030899998,1677542400,,1638230400,3.96,2021-12-15,161002427,1.450076,36605181952,2,,2007-03-27,2:1,,-,,0.145,,1642118400,0.92,,14.709129,1,,0.0417,5071992,,,
CCL,,25.513,,0,-12.016,0.02397263,,1.64,,986364032,-,,,10.69,74823890,0.0642,,1638230400,0.5301,-9500999680,-8.46,0.5,0.18703341,1.9546306,0.08939,1701302400,,1638230400,1.82,2021-12-15,1043762604,2.184997,48677875712,2,,1998-06-15,2:1,,2020-02-20,,,,1642118400,-4.53,,12.740854,1,,0.1016,76538140,1171369984,,
CARR,,2.422,,0.11079001,17.93,0.2332896,,2.27,,866585024,-,,,7.962,11994870,0.0138,,1609372800,0.87863,2224000000,2.493,0.15,0.18703341,5.9991207,0.00065,1672444800,,1632960000,3.56,2021-12-15,865735679,,48626819072,2,,-,,,2021-12-22,,-0.367,,1642118400,1.47,,21.041851,1,,0.0156,5138178,,,
CTLT,,5.004,,0.14269,20.432,-0.063779294,,4.13,,171188000,-,,,23.51,1675655,0.0098,,1625011200,0.99300003,544000000,3.177,,0.18703341,4.538069,0.00266,1688083200,,1632960000,1.44,2021-12-15,170445086,1.316269,20901509120,2,,-,,,-,,0.134,,1642118400,1.81,,25.83293,1,,0.0126,1333634,,,
CAT,,2.707,,0.12731,14.809,0.07260382,,12.93,,540942016,-,,,30.6,5300204,0.0098,,1640908800,0.69614,6488999936,11.83,1.11,0.18703341,6.7068624,0.0019,1703980800,,1640908800,1.71,2021-12-15,537493312,0.907754,137973366784,2,,2005-07-14,2:1,,2022-01-19,,1.718,,1642118400,0.8,,14.271905,1,,0.0098,6011542,,,
CBOE,,3.936,,0.1297,14.862,0.24687994,,6.1,,106643000,-,,,32.792,2549419,0.0228,,1609372800,0.83748,449100000,4.184,0.31,0.18703341,3.6371675,0.00419,1672444800,,1632960000,2.87,2018-07-31,106102297,0.626964,13668291584,2,,-,,,2018-11-29,,0.096,,1535673600,2.96,,19.55246,1,,0.0298,2578029,,,
CBRE,,1.36,,0.055859998,14.425,0.54606366,,5.7,,334665984,-,,,24.279,5783383,0.0173,,1609372800,0.98238,1458347008,4.29,,0.18703341,4.2658267,0.00659,1672444800,,1632960000,4.92,2021-12-15,324938777,1.422706,35511590912,2,,2006-06-02,3:1,,-,,1.366,,1642118400,1.73,,18.170176,1,,0.020499999,4680911,,,
CDW,,1.481,,0.04998,18.313,0.34335768,,9.11,,135723008,-,,,6.145,1387133,0.010199999,,1609372800,0.9398,1011600000,7.116,0.5,0.18703341,31.43694,0.00461,1672444800,,1632960000,1.29,2021-12-15,128293549,1.095286,29978939392,2,,-,,,2021-11-23,,0.38,,1642118400,1.85,,21.205269,1,,0.0116,2074033,,,
CE,,2.446,,0.22139,8.501,0.24855447,,16.1,,108871000,-,,,38.573,903326,0.0083,,1640908800,0.97439003,1912000000,16.864,0.68,0.18703341,4.0935364,0.00205,1703980800,,1640908800,1.5,2021-12-15,108313296,1.271667,20879106048,2,,-,,,2021-10-29,,-0.639,,1642118400,0.38,,9.807453,1,,0.0095,1399976,,,
CNC,,0.467,,0.0064499998,11.444,0.27232146,,5.44,,583502976,-,,,45.357,7121813,0.012200001,,1609372800,0.94501996,736000000,1.249,,0.18703341,1.7348217,0.0116,1672444800,,1632960000,1.7,2021-12-15,573005714,0.535225,53340188672,2,,2019-02-07,2:1,,-,,0.028,,1642118400,1.4,,14.464394,1,,0.0138,11197353,,,
CNP,,4.162,,0.12753001,13.73,0.3276596,,1.4,,628865984,-,,,12.841,13277693,0.0211,,1609372800,0.93873,-439000000,1.573,0.17,0.18703341,2.2136126,0.0023,1672444800,,1632960000,2.6,2021-12-15,627740064,0.971616,33680631808,2,,2002-10-01,1000:843,,2021-11-17,,0.802,,1642118400,10.72,,20.303572,1,,0.023599999,14730791,,,
CDAY,,12.718,,-0.08623,685.555,-0.20978665,,0.43,,151331008,-,,,14.698,8827768,0.0583,,1609372800,1.04567,-83200000,-0.561,,0.18703341,5.2585387,0.00847,1672444800,,1632960000,8.52,2021-12-15,128855559,1.358039,12271437824,2,,-,,,-,,,,1642118400,19.06,,179.74419,1,,0.0785,7129592,146776000,,
CERN,,4.89,,0.0915,19.082,0.14434409,,3.7,,292952992,-,,,12.958,7773807,0.026500002,,1609372800,0.88303,522259008,1.7,0.27,0.18703341,7.0786386,0.00195,1672444800,,1632960000,0.93,2021-12-15,293543105,0.842878,27912146944,2,,2013-07-01,2:1,,2021-12-23,,-0.507,,1642118400,2.05,,24.79054,1,,0.0299,13478906,,,
CF,,4.004,,0.05863,9.857,0.7397196,,11.1,,214475008,-,,,13.716,3791975,0.0177,,1609372800,0.94615996,299000000,1.38,0.3,0.18703341,5.4432783,0.00389,1672444800,,1632960000,1.34,2021-12-15,213117810,1.046122,20422924288,2,,2015-06-18,5:1,,2021-11-12,,,,1642118400,0.27,,6.726126,1,,0.0227,3374143,,,
CRL,,5.731,,0.11576,23.591,0.25252938,,11.59,,50464400,-,,,48.089,628743,0.0125,,1608940800,0.95738,396595008,7.721,,0.18703341,7.1733656,0.0146,1672012800,,1632528000,1.55,2021-12-15,49722068,1.171312,19636320256,2,,-,,,-,,0.005,,1642118400,2.1,,29.763588,1,,0.0159,655954,,,
SCHW,,7.02,,0.31614,,0.6846241,,4.85,,1811309952,-,,,25.139,19207328,0.010199999,,1640908800,0.88086,5360000000,2.83,0.18,0.18703341,3.5689566,0.071880005,1703980800,,1640908800,2.81,2021-12-15,1510362488,1.041054,130019614720,2,,2000-05-31,3:2,,2021-11-10,,0.392,,1642118400,1.08,,18.49897,1,,0.0114,14209669,1890599936,,
CHTR,,3.852,,0.090050004,9.709,-0.020303309,,38.23,,172740992,-,,,81.336,9676107,0.054,,1640908800,0.73486,4654000128,24.471,,0.18703341,7.359964,0.32803002,1703980800,,1640908800,7.91,2021-12-15,105798825,0.944247,199075282944,2,,-,,,-,,0.292,,1642118400,0.61,,15.658646,1,,0.105100006,7962171,172740992,,
CVX,,1.877,,0.10041001,8.745,0.51517534,,9.24,,1927689984,-,,,70.479,22629781,0.0117,,1640908800,0.67513,15624999936,8.14,1.34,0.18703341,1.9099363,0.00035999998,1703980800,,1640908800,1.97,2021-12-15,1897826064,1.272681,292007772160,2,,2004-09-13,2:1,,2021-11-17,,,,1642118400,-2.64,,14.568225,1,,0.0117,19119461,,,
CMG,,6.153,,0.09876,42.532,0.008306742,,32.98,,28135400,-,,,82.078,486051,0.0173,,1609372800,0.92059,710467968,24.907,,0.18703341,18.189953,0.00482,1672444800,,1632960000,2.11,2021-12-15,27945773,1.261023,44264312832,2,,-,,,-,,1.548,,1642118400,1.35,,45.26971,1,,0.0174,459665,,,
CB,,2.457,,0.21836,12.177,0.2868272,,14.45,,416276000,-,,,137.668,3169644,0.0074,,1609372800,0.90839994,8816000000,19.67,0.8,0.18703341,1.4963535,0.00472,1672444800,,1632960000,2.09,2021-12-15,428311899,0.823112,99204636672,2,,1998-03-03,3:1,,2021-12-16,,0.535,,1642118400,0.53,,14.256056,1,,0.0074,2786498,,,
CHD,,5.234,,0.15944,20.924,0.23057461,,3.48,,242000000,-,,,13.36,6118090,0.024500001,,1640908800,0.87064004,827500032,3.32,0.253,0.18703341,7.700524,0.00155,1703980800,,1640908800,3.62,2021-12-15,241428880,0.44298,27163600896,2,,2016-09-02,2:1,,2021-11-12,,0.053,,1642118400,4.05,,29.562931,1,,0.0277,5897970,,,
CI,,0.625,,0.049200002,10.492,0.029531002,,22.49,,331428000,-,,,143.075,4047926,0.012200001,,1609372800,0.90165,8384000000,24.027,1,0.18703341,1.6014678,0.01501,1672444800,,1632960000,2.44,2021-12-15,330135207,0.909782,106548846592,2,,2007-06-05,3:1,,2021-12-06,,0.168,,1642118400,1,,10.188084,1,,0.0123000005,4745707,,,
CINF,,2.089,,0.28052,5.732,0.37389684,,5.17,,161140992,-,,,73.501,3867898,0.024,,1609372800,0.69491994,2524999936,15.53,0.63,0.18703341,1.6307261,0.07432,1672444800,,1632960000,6.99,2021-12-15,155939367,0.690319,18806243328,2,,2005-04-04,105:100,,2021-12-15,,-0.684,,1642118400,1.36,,23.183752,1,,0.0292,4183494,,,
CTAS,,5.812,,0.155,24.713,0.16799855,,11.98,,103733000,-,,,34.372,1004594,0.0097,,1622419200,0.65653,1145304960,10.702,0.95,0.18703341,11.380484,0.14783,1685491200,,1638230400,1.76,2021-12-15,88372893,1.46224,43195084800,2,,2000-03-08,3:2,,2021-11-12,,0.034,,1642118400,3.01,,32.651924,1,,0.0113,1075084,,,
CSCO,,4.349,,0.2244,13.922,0.20974433,,3.68,,4217609984,-,,,10.126,39424338,0.0093,,1627689600,0.74924004,11397000192,2.69,0.37,0.18703341,5.5135293,0.00068999996,1690761600,,1635552000,1.87,2021-12-15,4214865111,0.941713,220865871872,2,,2000-03-23,2:1,,2022-01-04,,0.371,,1642118400,2.48,,15.171196,1,,0.0093,51723555,,,
C,,-3.945,,0.29273,,0.08936167,,8.13,,1984269952,-,,,92.208,38772683,0.0195,,1640908800,0.77762,20750999552,10.143,0.51,0.18703341,0.7163695,0.00183,1703980800,,1640908800,1.57,2021-12-15,1980609796,1.793208,-295857324032,2,,2011-05-09,1:10,,2021-10-29,,-0.203,,1642118400,1.29,,8.124846,1,,0.0196,41248863,,,
CFG,,2.958,,0.32856,,0.36504257,,5.07,,422136992,-,,,50.709,11834601,0.027999999,,1640908800,0.97240996,2206000128,5.16,0.39,0.18703341,1.0408409,0.00454,1703980800,,1640908800,2.71,2021-12-15,420005404,1.572731,20879165440,2,,-,,,2022-01-28,,0.162,,1642118400,-4.49,,10.410255,1,,0.0319,9433892,426087008,,
CTXS,,4.934,,0.09558,22.778,-0.22682983,,5.92,,124723000,-,,,4.321,5171945,0.041500002,,1640908800,0.96598,307499008,2.435,0.37,0.18703341,23.627632,0.008090001,1703980800,,1640908800,2.9,2021-12-15,125507123,,15874639872,2,,2017-02-01,12558:10000,,2021-12-06,,-0.082,,1642118400,8.91,,17.245777,1,,0.0531,6546303,,,
CLX,,3.291,,0.06043,20.322,-0.17522848,,6.73,,122863000,-,,,2.995,6183973,0.050300002,,1625011200,0.80639,437000000,3.467,1.16,0.18703341,55.609352,0.00802,1688083200,,1632960000,5.1,2021-12-15,122507693,0.181449,23796744192,2,,1999-08-24,2:1,,2022-01-25,,-0.658,,1642118400,-19.25,,24.7474,1,,0.0575,6119865,,,
CME,,18.348,,0.52596,28.547,0.20850039,,7.33,,359396000,-,,,76.084,3926398,0.0109,,1609372800,0.87824,2435200000,6.78,3.25,0.18703341,3.129436,0.00439,1672444800,,1632960000,3.46,2021-12-15,358076718,0.462747,84952940544,2,,2012-07-23,5:1,,2021-12-27,,1.25,,1642118400,7.65,,32.48295,1,,0.011,4039940,359399008,,
CMS,,4.392,,0.1197,12.845,0.10716784,,2.87,,289696992,-,,,20.249,3641252,0.0126,,1609372800,0.93487,821000000,3.017,0.435,0.18703341,3.1542296,0.00369,1672444800,,1632960000,2.69,2021-12-15,288561775,0.246325,31995717632,2,,-,,,2021-11-04,,-0.133,,1642118400,4.34,,22.254356,1,,0.0143,2881488,,,
KO,,7.733,,0.23313999,21.969,0.24174702,,2.43,,4319419904,-,,,5.135,36466587,0.0084,,1609372800,0.70061,8812999680,2.031,0.42,0.18703341,11.83739,0.00637,1672444800,,1633046400,1.99,2021-12-15,3890760972,0.712113,292318838784,2,,2012-08-13,2:1,,2021-11-30,,0.423,,1642118400,2.74,,25.014402,1,,0.0085,31079912,4311130112,,
CTSH,,2.464,,0.104779996,13.77,0.08923614,,4.54,,525252000,-,,,21.992,5501299,0.0105,,1609372800,0.9345,1876999936,3.545,0.24,0.18703341,3.9909964,0.00119,1672444800,,1632960000,2.04,2021-12-15,524379816,1.153066,44132003840,2,,2014-03-10,2:1,,2021-11-18,,0.563,,1642118400,1.52,,19.332598,1,,0.0105,6327020,,,
CL,,4.372,,0.12433,17.355,0.03853953,,3.59,,842849024,-,,,0.723,9684290,0.0115,,1640908800,0.804,2166000128,2.55,0.45,0.18703341,114.23652,0.00086000003,1703980800,,1640908800,2.12,2021-12-15,790218219,0.620881,76172148736,2,,2013-05-16,2:1,,2022-01-21,,-0.771,,1642118400,3.72,,23.006409,1,,0.012200001,8550118,,,
CMCSA,,2.782,,0.12166,9.354,-0.0105012655,,3.98,,4559479808,-,,,20.831,67045062,0.0147,,1640908800,0.85551,14158999552,3.04,0.25,0.18703341,2.3945658,0.00676,1703980800,,1640908800,3.29,2021-12-15,4572497860,0.944247,323829858304,2,,2017-02-21,2:1,,2022-01-04,,-0.096,,1642118400,0.98,,12.532965,1,,0.0148,67107193,4568920064,,
CMA,,-2.197,,0.34855,,0.5559921,,7.75,,130688000,-,,,57.412,3003582,0.023,,1640908800,0.82365996,1140000000,8.35,0.68,0.18703341,1.6435589,0.0059399996,1703980800,,1640908800,2.26,2021-12-15,130020137,1.507349,-7363771904,2,,1998-04-02,3:2,,2021-12-14,,0.06,,1642118400,-1.45,,12.175484,1,,0.026099999,2370627,,,
CAG,,2.346,,0.098179996,12.391,0.010109782,,2.66,,479697984,-,,,18.093,10528337,0.0219,,1622332800,0.87084997,1101799936,2.279,0.313,0.18703341,1.9388715,0.00441,1685404800,,1638057600,2.37,2021-12-15,477260867,0.828687,26323193856,2,,2016-11-10,1285:1000,,2022-01-28,,-0.273,,1642118400,8.6,,13.18797,1,,0.0297,9304680,,,
