ticker,id_share,industry,Index,P/E,EPS (ttm),Insider Own,Perf Week,Forward P/E,EPS next Y,Insider Trans,Perf Month,PEG,EPS next Q,Inst Own,Short Float,Perf Quarter,P/S,EPS this Y,Inst Trans,Short Ratio,Perf Half Y,Book/sh,P/B,ROA,Target Price,Perf Year,Cash/sh,P/C,EPS next 5Y,ROE,Perf YTD,Dividend,P/FCF,EPS past 5Y,ROI,52W High,Beta,Dividend %,Quick Ratio,Sales past 5Y,Gross Margin,52W Low,ATR,Employees,Current Ratio,Sales Q/Q,Oper. Margin,RSI (14),Optionable,Debt/Eq,EPS Q/Q,Profit Margin,Rel Volume,Prev Close,Shortable,LT Debt/Eq,Earnings,Payout,Price,Recom,SMA20,SMA50,SMA200,Volume,Change,Market Cap_full_count,Income_full_count,Sales_full_count,Shs Outstand_full_count,Shs Float_full_count,Avg Volume_full_count,52_w_range_low,52_w_range_high,Volatility_low_%,Volatility_high_%
ABTX,46,Financial,-,10.62,4.0,1.2,1.41,16.47,11.54,0.0,-3.12,,0.83,51.7,2.06,0.24,3.36,-10.3,0.77,5.31,13.4,39.49,1.08,1.1,47.83,15.91,45.54,0.93,,9.4,0.64,0.48,12.76,9.2,18.9,-7.53,0.93,1.13,,22.2,,23.85,1.35,608.0,,5.1,86.5,45.8,Yes,0.31,18.6,28.9,1.19,42.45,Yes,0.31,Jan 28 BMO,12.2,42.48,3.0,-2.88,-0.18,6.76,89207.0,0.07,850870000.0,81600000.0,253200000.0,20220000.0,19010000.0,73580.0,34.3,45.94,2.61,3.33
ABUS,47,Healthcare,-,,-0.92,29.7,17.39,,17.4,-0.54,-3.57,,-0.19,26.8,7.24,-6.9,39.26,65.4,2.15,0.67,6.58,-0.3,,-59.3,6.5,-26.03,0.98,3.3,,201.8,-16.71,,,6.2,122.0,-50.15,2.76,,12.5,-21.6,,36.13,0.23,78.0,12.5,120.0,,52.8,Yes,,12.6,,0.31,3.41,Yes,,Nov 04 BMO,,3.24,2.0,10.71,-8.58,-5.06,3107390.0,-4.99,400500000.0,-86700000.0,10200000.0,101290000.0,93640000.0,10170000.0,2.38,6.5,8.41,8.02
ABST,48,Technology,-,,-0.17,0.62,21.4,1872.0,100.0,0.0,10.64,,-0.08,72.97,2.47,-13.81,3.45,-68.5,,4.83,-21.08,0.45,20.8,-2.2,,-42.19,1.11,8.4,,-26.9,-0.53,0.25,27.82,-20.8,13.1,-55.85,0.81,2.67,0.7,6.3,84.4,29.64,0.4,535.0,0.7,53.3,-2.5,65.75,Yes,16.01,-368.4,-4.7,0.62,9.61,Yes,15.71,Feb 08 AMC,,9.36,2.2,18.03,9.46,-19.13,128541.0,-2.6,595300000.0,-8199999.999999999,172400000.0,49670000.0,40290000.0,205500.0,7.22,21.2,5.3,4.13
ABSI,49,Healthcare,-,,-2.68,6.9,28.59,,47.0,0.22,18.23,,-0.23,38.8,11.95,-30.57,132.23,-107.2,0.58,4.02,-62.47,5.29,1.69,,26.2,,3.12,2.87,9.7,,9.15,,,,16.6,-71.61,,,9.9,,,58.97,0.72,207.0,9.9,150.0,,63.94,Yes,0.03,-113.2,,0.69,8.58,Yes,0.01,Nov 09 BMO,,8.95,2.7,28.82,8.78,-33.22,874443.0,4.31,801020000.0,,6060000.0,73290000.0,42470000.0,1260000.0,5.63,31.53,8.66,8.68
ABR,50,Real Estate,-,7.98,2.15,1.2,0.29,8.93,-3.14,0.38,-8.8,1.0,0.49,44.1,4.21,-13.06,3.24,-4.0,0.25,3.61,-8.55,11.55,1.48,3.3,21.88,12.05,2.66,6.43,8.0,20.7,-6.6,1.44,,6.5,1.7,-17.5,1.85,8.42,,33.5,75.6,15.45,0.43,522.0,,23.0,48.7,40.9,Yes,5.9,-25.8,40.8,1.2,17.47,Yes,5.9,-,56.3,17.11,2.2,-2.47,-4.07,-6.27,1952613.0,-2.06,2450000000000.0,308000000.0,755800000.0,142620000.0,139830000.0,1630000.0,14.82,20.74,2.07,2.61
ABOS,51,Healthcare,-,,-2.41,11.28,16.91,,77.1,0.0,-0.71,,-0.14,77.1,2.8,-60.37,726.88,4.7,0.28,5.11,-62.42,6.1,0.92,,23.5,,5.14,1.09,32.1,,-17.16,,,,42.5,-79.24,,,137.6,,,21.74,0.44,7.0,137.6,,,49.84,No,0.0,-58.3,,1.58,5.8,Yes,0.0,-,,5.6,1.5,8.56,-9.43,-54.63,303299.0,-3.45,218060000.0,-93000000.0,300000.0,38270000.0,35910000.0,196870.0,4.6,26.98,8.49,8.83
ACC,52,Real Estate,-,407.74,0.12,0.8,-2.41,78.75,163.11,-0.68,-9.37,12.68,0.26,96.1,1.71,-6.09,7.87,-15.2,-0.4,2.97,3.33,21.45,2.36,0.2,60.38,15.3,0.3,168.88,32.15,0.6,-11.75,1.88,133.89,-12.8,2.7,-12.57,1.03,3.72,,2.9,50.1,26.37,1.25,2988.0,,12.9,14.9,38.29,Yes,1.25,40.7,1.9,1.26,52.12,Yes,1.25,Feb 22 AMC,,50.56,1.9,-3.73,-6.45,-0.42,1017102.0,-2.99,7110000000000.0,17300000.0,903100000.0,139070000.0,137840000.0,793730.0,40.01,57.83,2.31,2.38
ACCO,53,Industrials,-,9.86,0.8,0.1,-1.0,5.05,16.3,-27.3,-3.06,0.99,0.48,90.7,2.62,-14.36,0.4,-39.0,0.14,4.91,-15.28,8.21,0.97,2.5,13.4,-12.28,0.61,13.08,10.0,10.4,-4.0,0.3,7.66,-3.7,5.1,-18.83,2.05,3.78,0.8,1.8,30.3,4.62,0.23,6100.0,1.5,18.6,6.8,42.31,Yes,1.43,5.6,4.1,1.21,8.06,Yes,1.38,Feb 15 AMC,31.7,7.93,1.6,-2.44,-3.14,-8.96,598755.0,-1.61,760090000.0,78200000.0,1920000000000.0,95600000.0,92710000.0,494090.0,7.58,9.77,2.39,3.24
ACEL,54,Consumer Cyclical,-,54.61,0.24,5.7,2.73,13.5,27.62,-9.06,2.02,2.51,0.19,64.7,2.67,-2.01,1.96,38.4,0.07,6.31,15.54,1.75,7.52,3.9,17.0,21.85,,,21.74,15.9,1.08,,26.54,,-1.7,-6.63,1.15,,3.0,,32.9,30.95,0.45,770.0,3.0,43.2,6.7,55.94,Yes,2.0,39.5,3.7,1.2,13.44,Yes,1.89,Nov 03 AMC,0.0,13.16,2.2,4.27,3.12,7.03,301265.0,-2.08,1210000000000.0,22900000.0,616800000.0,94000000.0,59820000.0,252990.0,10.05,14.1,3.29,3.81
ACCD,55,Healthcare,-,,-1.67,0.1,14.49,,32.2,0.0,-12.4,,-0.35,73.7,7.42,-41.55,4.99,-57.8,1.24,4.65,-54.04,12.06,1.78,-9.6,36.58,-58.83,,,-0.9,-15.9,-18.78,,,,-12.0,-62.25,,,2.2,,44.4,37.46,1.83,2350.0,2.2,117.4,-36.5,52.79,Yes,0.36,197.8,-33.9,0.72,21.9,Yes,0.36,Jan 10 AMC,,21.41,1.3,12.38,-4.37,-45.5,736965.0,-2.24,1380000000000.0,-93300000.0,275500000.0,65420000.0,64510000.00000001,1030000.0,15.58,56.72,7.22,9.35
ACBI,56,Financial,-,12.86,2.44,2.7,4.28,13.97,14.8,-3.91,-3.29,0.71,0.48,92.2,2.41,6.0,5.84,-12.3,5.76,3.59,25.26,17.92,1.75,1.1,29.12,62.73,43.45,0.72,18.0,12.5,9.28,,5.39,70.0,18.2,-6.65,0.78,,,15.1,,66.79,0.97,201.0,,10.3,92.9,58.54,No,0.2,62.2,41.0,0.81,31.43,Yes,0.2,Jan 24 AMC,0.0,31.44,2.0,2.05,5.83,15.89,104575.0,0.03,622830000.0,50100000.0,106600000.0,20310000.0,19450000.0,130460.00000000001,18.85,33.68,2.19,3.52
ACB,57,Healthcare,-,,-3.3,0.03,15.91,,24.6,0.0,-22.07,,-0.25,19.76,15.32,-35.35,4.56,87.7,,5.04,-34.99,10.22,0.45,-22.1,6.67,-68.28,1.59,2.89,,-28.3,-15.16,,,-50.4,-27.4,-75.82,3.08,,4.1,179.4,-58.0,23.72,0.34,1643.0,5.4,-11.1,,47.51,Yes,0.2,92.7,,1.51,4.64,Yes,0.18,Feb 10 AMC,,4.59,3.5,1.63,-13.86,-34.91,9350650.0,-1.08,1080000000000.0001,-598200000.0,237500000.0,198070000.0,197820000.0,6010000.0,3.71,18.98,7.2,7.39
ACAQ,58,Financial,-,,,,0.0,,,,0.2,,,13.16,,,,,,0.1,,0.0,3313.33,,,,,,,,0.33,,,,,-3.12,,,,,,0.91,0.03,,,,,57.07,No,,,,0.02,9.93,Yes,,-,,9.94,,0.24,0.24,0.24,1810.0,0.1,171460000.0,,,17250000.0,,77170.0,9.85,10.26,0.06,0.13
ACAD,59,Healthcare,-,,-1.2,0.1,13.4,,5.9,-8.09,15.3,,-0.24,92.7,3.49,28.96,8.71,-12.0,1.47,3.31,45.4,3.53,7.43,-25.7,29.0,-48.81,3.43,7.65,25.0,-32.7,12.38,,,-1.8,-45.8,-50.32,0.59,,7.1,491.5,95.4,67.29,1.3,570.0,7.3,9.1,-40.7,64.48,Yes,0.0,83.2,-40.4,1.02,26.85,Yes,0.0,Nov 08 AMC,,26.23,2.6,14.91,14.97,25.48,1801148.0,-2.31,4130000000000.0,-191500000.0,474400000.0,160660000.0,160160000.0,1690000.0,15.68,52.8,5.8,5.53
ACHL,60,Healthcare,-,,-1.45,,4.35,,39.7,,-20.18,,-0.41,47.9,0.34,-46.11,,-137.3,0.14,0.67,-43.66,7.97,0.45,-20.1,19.5,,7.22,0.5,3.2,-22.4,-28.14,,,,,-81.0,,,19.4,,,5.26,0.33,153.0,19.4,,,40.01,No,0.0,-67.4,,0.27,3.76,Yes,0.0,-,,3.6,1.8,-6.07,-18.96,-51.88,29068.0,-4.26,140510000.0,-55800000.0,,38260000.0,21400000.0,107360.0,3.42,18.95,8.22,8.38
ACAHU,61,Financial,-,,,,-0.1,,,,-1.76,,,40.78,0.0,0.8,,,,0.01,0.8,-0.54,,,,,,,,,0.1,,,,,-3.0,,,,,,2.35,0.06,,,,,51.03,No,,,,0.1,9.99,Yes,,-,,10.03,,-0.01,0.29,0.77,4626.0,0.4,,,,,34500000.0,46600.0,9.8,10.34,0.12,0.35
ACLS,62,Technology,-,31.5,2.26,2.4,16.54,19.47,36.73,-6.64,3.95,1.57,0.84,87.1,2.36,17.91,3.99,190.8,-2.63,1.69,63.08,15.26,4.67,11.8,79.33,83.07,8.37,8.51,20.0,15.7,-4.44,,23.43,24.7,9.8,-8.18,1.59,,2.7,9.5,43.2,113.58,4.35,1004.0,4.2,60.1,16.4,60.5,Yes,0.09,155.8,13.4,2.11,71.68,Yes,0.09,Feb 07 AMC,0.0,71.25,1.8,11.9,7.83,40.28,952877.0,-0.6,2310000000000.0,77600000.0,578900000.0,33540000.0,32689999.999999996,457210.0,33.36,77.6,6.29,6.97
ACHC,63,Healthcare,-,24.81,2.13,0.1,0.72,18.16,12.6,0.0,-7.73,3.73,0.68,,3.37,-17.55,2.43,169.0,-0.45,7.23,-16.28,27.37,1.93,,75.77,-0.51,2.17,24.42,6.65,,-12.83,,,-0.6,5.3,-22.93,1.42,,1.4,3.1,,6.07,2.16,28600.0,1.4,-29.5,,45.37,Yes,0.59,74.7,,1.02,53.38,Yes,0.58,-,,52.91,2.1,-0.93,-5.85,-13.27,419431.0,-0.88,4790000000000.0,190800000.0,1980000000000.0,88960000.0,88740000.0,412940.0,49.88,68.65,3.95,3.98
ACKIU,64,Financial,-,,-0.04,3.29,0.5,,,0.0,-3.47,,,13.7,,-2.15,,,-0.16,0.0,-2.44,7.65,1.31,-0.4,,,0.01,1612.0,,-0.4,-3.38,,,,,-11.89,,,0.6,,,22.85,0.16,,0.6,,,39.68,No,0.0,,,0.01,10.35,Yes,0.0,-,,10.0,,-3.25,-3.53,-2.68,111.0,-3.38,322400000.0,-600000.0,,18170000.0,,11930.0,8.14,11.35,0.0,0.6
ACKIT,65,Financial,-,,,,0.2,,,,0.4,,,9.62,,1.09,,,,0.2,2.32,,,,,,,,,,0.49,,,,,-0.94,,,,,,3.25,0.01,,,,,58.2,No,,,,0.46,10.17,Yes,,-,,10.16,,0.18,0.41,1.5,28690.0,-0.1,,,,,,61500.0,9.84,10.26,0.1,0.09
ACIU,66,Healthcare,-,,-1.07,60.54,-1.71,72.86,116.3,0.0,-6.52,,0.1,28.6,1.82,-24.88,328.55,-234.8,7.28,1.82,-32.7,2.67,1.72,-32.3,17.0,-45.55,2.87,1.6,,-36.0,-7.27,,,-33.8,-28.1,-63.6,0.84,,13.7,-17.0,,13.61,0.22,149.0,13.7,,,46.55,Yes,0.01,17.3,,0.49,4.81,Yes,0.01,Nov 08 BMO,,4.59,1.3,0.8,-5.15,-27.49,164384.0,-4.57,328550000.0,-77400000.0,1000000.0,72890000.0,29890000.0,297990.0,4.04,12.61,5.06,4.99
ACIO,67,Financial,-,,,,0.13,,,,-2.32,,,,,-0.94,,,,,2.07,,,,,12.49,,,,,-3.37,0.24,,,,-7.11,,0.76,,,,17.35,0.43,,,,,47.85,No,,,,1.74,31.95,Yes,,-,,31.52,,0.09,-1.16,1.89,118994.0,-1.35,,,,,,69630.0,26.86,33.93,1.09,1.36
ACII,68,Financial,-,,,,0.0,,,,0.0,,,69.4,0.07,-0.31,,,-0.03,0.23,0.31,-0.27,,,,,0.01,1398.53,,,0.0,,,,,-6.17,,,4.9,,,2.85,0.03,,4.9,,,48.21,No,,,,0.0,9.73,Yes,,-,,9.73,,-0.01,-0.15,-0.2,298.0,0.0,419560000.0,,,43120000.0,25880000.0,83000.0,9.46,10.37,0.04,0.29
ACIW,69,Technology,-,47.46,0.72,0.5,2.84,26.28,15.11,-3.38,-3.46,3.96,0.97,98.32,2.16,-2.13,3.1,8.8,2.08,3.52,5.62,10.17,3.35,2.6,40.67,-17.42,1.2,28.25,12.0,7.2,-1.93,,14.51,-3.1,5.0,-21.28,1.09,,1.3,4.4,51.4,19.87,1.15,3768.0,1.3,0.3,11.5,52.14,Yes,0.9,-13.8,6.6,0.6,34.5,Yes,0.86,Feb 24 BMO,0.0,34.03,1.6,1.01,1.67,-0.44,432771.0,-1.36,4000000000000.0,85500000.0,1290000000000.0,117510000.0,116260000.0,712730.0,28.39,43.23,2.9,3.7
ACHV,70,Healthcare,-,,-4.65,0.1,8.01,,26.0,0.0,-5.56,,-0.69,25.5,4.8,-4.17,,86.4,,7.67,3.37,3.67,2.13,-78.1,31.5,-46.25,3.68,2.12,15.0,-86.0,0.51,,,,,-51.43,1.23,,11.3,,,19.39,0.45,13.0,11.3,,,54.32,Yes,0.0,38.1,,0.53,7.59,Yes,0.0,Nov 09 AMC,,7.82,1.7,2.82,3.34,-3.45,28703.0,3.03,70690000.0,-30700000.0,,9450000.0,8620000.0,53880.0,6.55,16.1,5.27,5.85
ACI,71,Consumer Defensive,-,16.56,1.73,0.5,0.32,10.38,-5.88,0.0,-0.8,,0.63,57.3,2.9,-16.05,0.2,-11.7,1.11,3.89,-3.58,4.96,5.76,3.8,33.22,71.84,5.44,5.25,-6.66,56.0,-5.4,0.48,8.08,23.0,13.0,-24.54,,1.68,0.5,3.5,28.9,78.84,1.09,300000.0,1.1,8.6,2.2,46.97,Yes,3.46,182.2,1.5,0.72,28.97,Yes,3.43,Jan 11 BMO,10.0,28.56,2.5,-0.14,-5.64,6.3,1352578.0,-1.42,13980000000000.0,1020000000000.0,70280000000000.0,466000000.0,253960000.0,1890000.0,15.97,37.85,2.45,3.66
ACH,72,Basic Materials,-,19.72,0.82,,21.76,,,,4.39,,,1.7,0.01,25.35,0.44,-24.3,0.04,0.44,1.7,13.27,1.22,1.8,14.51,85.22,1.86,8.68,,6.4,17.77,,6.27,25.5,3.7,-32.34,1.78,,0.5,8.5,9.7,85.22,0.65,60763.0,0.9,27.1,5.0,67.15,Yes,1.52,393.9,1.6,1.4,16.39,Yes,0.97,-,0.0,16.17,,14.6,17.85,6.54,223097.0,-1.34,15390000000000.0,558500000.0,35000000000000.0,680910000.0,591770000.0,160210.0,8.73,23.9,4.07,3.81
ACEV,73,Financial,-,476.19,0.02,0.67,0.0,,,0.0,0.2,,,69.3,1.8,0.3,,,-1.56,2.27,1.52,7.18,1.39,0.3,,-20.19,0.0,,,0.3,0.4,,,,,-25.93,,,0.0,,,2.04,0.02,,0.0,,,58.84,Yes,0.0,1168.1,,0.08,10.0,Yes,0.0,-,0.0,10.0,,0.21,0.35,0.6,12700.0,0.0,288100000.0,600000.0,,28750000.0,18930000.0,150270.0,9.8,13.5,0.21,0.26
ACHR,74,Industrials,-,,-1.48,18.3,10.11,,-29.6,2.58,-29.89,,-0.37,34.1,3.69,-48.74,,,28.73,1.8,-69.41,3.05,1.0,-53.2,11.5,-78.34,3.67,0.83,,-59.0,-49.5,,,,,-83.6,,,26.9,,,13.38,0.31,70.0,26.9,,,33.84,Yes,0.03,,,2.71,3.14,Yes,0.02,Nov 11 AMC,,3.05,2.3,-7.1,-39.92,-61.83,5888730.0,-2.87,661730000.0,-315300000.0,,236890000.0,109030000.0,2230000.0,2.69,18.6,8.17,8.9
ACEVU,75,Financial,-,,-0.11,,-0.58,,,,-2.3,,,0.99,0.0,0.79,,,,0.14,-6.07,-0.82,,,,1.87,,,,,-0.59,,,,,-31.93,,,,,,3.13,0.12,,,,,45.33,No,,1168.1,,0.88,10.23,Yes,,-,,10.21,,-0.56,-1.82,-7.41,860.0,-0.15,,,,,21280000.0,990.0,9.9,15.0,0.04,0.56
ACES,76,Financial,-,,,,4.33,,,,-11.67,,,,,-31.68,,,,,-26.02,,,,,-46.36,,,,,-17.68,0.27,,,,-48.08,,0.51,,,,11.55,2.19,,,,,42.75,Yes,,,,0.97,54.25,Yes,,-,,52.81,,-0.92,-12.71,-22.95,105544.0,-2.65,,,,,,108990.0,47.34,101.72,3.17,4.16
ACGLN,77,Financial,-,4.59,4.96,,-3.88,,,,-10.99,,,,0.03,-11.81,,,,1.6,-12.56,32.56,0.7,,51.58,,,,,,-11.95,1.14,,,,-14.91,,5.01,,,,-1.0,0.37,4500.0,,-9.1,,16.84,No,,0.2,,2.94,23.09,Yes,,-,,22.77,,-7.37,-9.32,-11.26,166487.0,-1.39,,,9330000000000.0,,338360000.0,58370.0,23.0,26.76,1.75,1.47
ACGL,78,Financial,-,9.56,4.96,0.2,-0.84,10.82,31.58,117.19,2.2,0.18,1.0,,0.78,13.48,2.05,-14.2,-0.19,1.72,13.75,32.26,1.47,4.5,51.58,33.27,2.94,16.13,53.6,16.1,6.61,,5.86,19.5,10.1,-2.65,0.85,,,16.3,,38.45,1.13,4500.0,,-8.7,21.4,59.15,Yes,0.22,-2.2,22.5,1.78,48.26,Yes,0.22,Feb 09 AMC,0.0,47.39,,1.79,5.67,14.55,3039702.0,-1.8,18360000000000.0,2009999999999.9998,8930000000000.0,389270000.0,374840000.0,1690000.0,34.23,48.68,2.25,2.54
ACET,79,Healthcare,-,,-2.05,0.8,27.86,,-13.0,170.07,1.17,,-0.43,65.0,5.74,68.77,58.76,70.3,25.19,0.6,117.53,6.81,2.28,-22.9,31.0,-9.67,5.23,2.97,29.1,-27.9,-11.32,,,,-33.1,-16.12,2.53,,9.9,,,148.16,1.11,81.0,9.9,13.3,,61.94,Yes,0.0,84.5,,0.26,15.05,Yes,0.0,-,,15.51,1.4,19.36,10.16,46.21,313520.0,3.06,569990000.0,-55100000.0,9700000.0,31880000.0,12750000.0,1210000.0,6.25,18.49,8.1,8.59
ACVA,80,Technology,-,,-0.41,0.6,-1.04,,7.7,-78.99,-36.82,,-0.2,77.4,11.11,-40.25,5.66,46.9,5.95,2.16,-47.55,3.72,3.08,,30.08,,4.13,2.77,0.8,,-39.17,,,,30.5,-69.66,,,2.2,,43.2,3.24,1.0,1470.0,2.2,36.0,-20.2,26.46,Yes,0.0,-880.8,-20.6,1.26,11.64,Yes,0.0,Feb 16 AMC,,11.46,1.8,-17.27,-32.52,-46.08,2004250.0,-1.55,1770000000000.0,-64099999.99999999,312000000.0,155040000.0,28590000.0,1470000.0,11.1,37.77,5.97,7.79
ACU,81,Consumer Defensive,-,9.68,3.41,2.2,0.14,11.58,11.33,-0.87,1.91,0.97,0.6,63.0,0.47,-10.81,0.68,44.5,0.13,1.43,-16.35,21.61,1.53,9.8,51.75,-0.66,1.45,22.79,10.0,19.2,-2.08,0.52,,12.2,9.0,-31.69,1.07,1.58,2.3,8.4,36.0,10.68,1.17,552.0,4.8,10.6,9.1,51.23,No,0.57,10.5,7.5,0.1,32.98,Yes,0.56,-,13.1,33.0,1.0,1.73,0.02,-13.45,1036.0,0.05,120780000.0,13400000.0,177200000.0,3540000.0,3130000.0,10260.0,29.82,48.31,2.83,3.8
ACTDU,82,Financial,-,,,,0.3,,,,-1.17,,,24.74,,2.53,,,,0.0,1.0,-0.68,,,,,,,,,-1.17,,,,,-9.63,,,,,,4.21,0.05,,,,,46.93,No,,,,0.28,10.1,Yes,,-,,10.14,,-0.4,-0.44,0.52,6517.0,0.39,,,,,,23040.0,9.73,11.22,0.15,0.14
ACRX,83,Healthcare,-,,-0.33,1.07,0.85,,23.3,0.0,-24.48,,-0.07,13.6,2.69,-46.99,17.1,29.6,-20.94,2.67,-63.99,-0.36,,-47.3,4.17,-83.71,0.34,1.26,,89.1,-23.51,,,3.0,120.8,-85.17,0.75,,2.9,-22.4,-7.5,7.12,0.05,25.0,3.0,35.7,,38.61,Yes,,30.8,,1.91,0.43,Yes,,Nov 15 BMO,,0.43,2.0,-9.03,-18.2,-56.11,2227902.0,0.56,61550000.0,-36100000.0,3600000.0,119220000.0,118080000.0,1190000.0,0.4,2.89,8.87,9.95
ACT,84,Financial,-,6.75,3.36,81.7,6.64,6.35,7.72,,3.38,0.49,0.81,18.8,1.78,7.34,3.25,-45.3,4.11,2.73,,25.8,0.88,8.4,25.83,,2.81,8.05,13.71,12.2,9.63,,5.84,,8.0,-0.22,,,,,,24.4,0.75,500.0,,-47.8,59.0,63.49,No,0.18,-2.9,43.4,1.81,22.33,Yes,0.18,Feb 01 AMC,0.0,22.66,2.0,5.04,7.17,7.81,345570.0,1.48,3640000000000.0,546700000.0,1120000000000.0,162840000.0,29800000.0,194550.0,18.22,22.71,2.91,3.66
ACV,85,Financial,-,,,0.02,-2.38,,,116.45,-20.35,,,28.15,,-12.89,,,,0.01,-9.92,,,,36.93,-9.51,,,3.2,,-17.33,7.67,,-3.05,,-27.22,,28.77,,,,6.86,1.4,,,,,39.54,No,,,,0.56,27.71,Yes,,-,,26.66,3.0,-7.38,-9.93,-8.97,31281.0,-3.79,276030000.0,,,10350000.0,,55580.0,24.95,36.63,2.72,5.16
ACST,86,Healthcare,-,,-0.71,17.1,7.89,,,0.0,-9.56,,-0.32,0.44,2.66,-26.35,343.85,45.0,,0.57,-65.83,4.42,0.28,-16.1,,-86.15,1.15,1.07,,-17.7,-2.38,,,22.5,,-87.4,1.43,,,39.1,61.2,18.27,0.09,32.0,12.2,,,50.48,No,0.0,105.8,,0.13,1.24,Yes,0.0,Nov 10 BMO,,1.23,1.0,1.19,-0.95,-53.09,198522.0,-0.81,68770000.0,-13900000.0,200000.0,44290000.0,33200000.000000004,1560000.0,1.04,9.76,5.74,6.99
ACTG,87,Industrials,-,,-0.51,1.2,2.38,18.7,114.6,4.51,-12.78,,-0.04,66.1,1.83,-21.82,7.2,549.2,3.03,2.57,-26.24,4.57,0.94,-36.0,8.0,-45.29,13.15,0.33,20.0,-117.1,-16.18,,,20.0,-4.6,-52.7,0.43,,3.3,-24.9,95.4,7.23,0.21,20.0,3.3,-91.8,-76.9,40.53,Yes,0.82,155.7,,0.72,4.41,Yes,0.0,Nov 15 AMC,,4.3,,-2.93,-10.19,-23.65,244128.0,-2.49,210270000.0,6400000.0,29200000.0,48950000.0,47470000.0,336850.0,4.01,9.09,4.04,4.88
ACRS,88,Healthcare,-,,-1.56,0.4,16.34,,-3.7,0.0,-2.02,,-0.36,93.0,4.05,-20.55,109.42,56.2,-0.74,4.53,-16.61,3.54,3.56,-41.5,34.8,-45.85,3.35,3.76,,-54.1,-13.34,,,-0.9,-105.0,-58.52,0.6,,11.5,,29.1,36.07,0.76,60.0,11.5,21.4,,58.04,Yes,0.0,-38.7,,1.9,12.74,Yes,0.0,Nov 03 BMO,,12.6,1.5,16.11,0.38,-22.36,854001.0,-1.1,744030000.0,-81700000.0,6800000.0,61220000.0,51300000.0,458510.0,9.26,30.38,6.16,7.11
ACRO,89,Financial,-,,,,-0.31,,,,-0.52,,,56.9,0.01,-0.67,,,0.01,0.06,,7.72,1.25,,,,0.02,462.45,,,-0.72,,,,,-1.73,,,1.0,,,0.52,0.05,,1.0,,,42.52,No,0.01,,,22.9,9.75,Yes,0.0,-,,9.65,,-0.42,-0.54,-0.6,491457.0,-1.03,416200000.0,,,43120000.0,34500000.0,32700.000000000004,9.6,9.82,0.88,0.38
ACQRU,90,Financial,-,,,,2.04,,,,1.42,,,70.49,0.0,0.1,,,,0.0,-0.2,-0.56,,,,,,,,,-0.17,,,,,-6.8,,,,,,2.15,0.08,,,,,61.67,No,,,,0.01,9.95,Yes,,-,,10.0,,1.21,0.9,0.3,400.0,0.5,,,,,49280000.0,69440.0,9.79,10.73,1.09,0.45
ACQR,91,Financial,-,,,,-0.1,,,,-0.92,,,92.2,0.2,-0.61,,,0.1,0.29,-1.92,7.44,1.31,,,,0.03,308.71,,,-0.1,,,,,-4.52,,,14.5,,,0.83,0.02,,14.5,,,48.07,No,0.0,,,0.24,9.72,Yes,0.0,-,,9.71,,0.0,-0.3,-0.49,31074.0,-0.08,432190000.0,,,61990000.0,19400000.0,132210.0,9.63,10.17,0.21,0.16
ACP,92,Financial,-,2.31,4.43,,1.89,,,,-0.68,,,27.91,,-8.75,7.01,,,0.09,-10.98,11.63,0.88,,,-6.4,,,,,0.39,1.2,,,,-17.63,,11.74,,,,9.3,0.18,,,40.1,,51.04,No,,,,0.53,10.3,Yes,,-,,10.22,,0.97,-0.26,-7.69,97308.0,-0.78,178200000.0,,25420000.0,17440000.0,,182610.0,9.35,12.41,1.4,1.89
ACR,93,Real Estate,-,4.08,2.99,3.76,-0.33,10.94,209.72,0.0,-3.25,0.82,0.14,46.9,0.29,-18.72,1.1,-888.9,0.7,0.59,-27.29,46.4,0.26,1.8,19.5,1.16,11.61,1.05,5.0,8.2,-2.17,,,-59.8,,-33.8,1.86,,,,36.6,14.34,0.28,4.0,,7.3,41.9,44.79,Yes,3.62,-302.0,30.6,0.42,12.31,Yes,3.62,Nov 04 AMC,0.0,12.2,2.0,-1.09,-3.21,-19.88,19212.0,-0.89,115530000.0,32200000.000000004,105200000.0,9550000.0,9070000.0,45330.0,10.67,18.43,1.4,2.51
ACRE,94,Real Estate,-,9.3,1.52,0.6,-1.67,9.77,-2.56,-3.51,-5.55,4.05,0.37,53.2,1.32,-10.78,4.71,-48.7,0.18,1.06,-3.3,14.33,0.99,2.6,16.42,10.19,0.34,41.89,2.29,9.6,-2.82,1.32,,-7.2,1.1,-16.34,1.3,9.34,,9.3,57.2,13.19,0.31,1450.0,,16.7,41.5,38.66,Yes,2.62,-52.6,41.1,2.0,14.32,Yes,2.62,Feb 15 BMO,86.2,14.13,2.0,-2.78,-3.22,-6.46,1065132.0,-1.33,661850000.0,57700000.0,140600000.0,46960000.0,43760000.0,543970.0,12.48,16.89,1.99,2.41
